text,label,source,writing_style
mala ka3ba bravooooooo,positive,kaggle_moroccan_sentiment,mixed
تتسشكاو من قلة البركه وللرزق من قلة المطر تتشكاو من الجتمع ، تحللو في ماحرم ربي بإسم حقوق الإنسان وبسم الحريه ألا لعنة الله على القوم الفاسقين يافساق ،,negative,kaggle_moroccan_sentiment,mixed
dima emnaweraaaaaaaaaaaaaaaaaaaaa,positive,kaggle_moroccan_sentiment,mixed
T3awef.w mati5rejech 3liha lfinesse,negative,kaggle_moroccan_sentiment,mixed
m3alem si fat7i w klemo lkol s7i7 w la3meriii tha7ekto zeyda,positive,kaggle_moroccan_sentiment,mixed
شلة امتاع قحاب و موبنة شلايك,negative,kaggle_moroccan_sentiment,mixed
Brabiiiii rakkkkk kerthaaaaaa makech mtaa talvza chnéya soueletttt lbhéma mme mehrzéya tetfarej fih lfilm ??? Yekki msatekkkk a ce point ??? Ehtram w taalem kifeh tesell ?!! Vraiment tu es grave bhemaaaaaaa tastikaaaaa tkosss alihom lklem matatach tetsarechh!! Pffffff,negative,kaggle_moroccan_sentiment,mixed
Had filorga ghalya ela walou,negative,huggingface_darija_reviews,Arabizi
9oulelhem isakrou 9anet irhabiya zitouna,negative,kaggle_moroccan_sentiment,mixed
klemou dima logique w mathel chari7a kbira min twanssa,positive,kaggle_moroccan_sentiment,mixed
Bravo Jaloul,positive,kaggle_moroccan_sentiment,mixed
الإنسان هذا فاشل فنياً اعلاميا ومفهمتش شبيه الجهل يضحك في تونس! ',negative,kaggle_moroccan_sentiment,mixed
ja3fouuuuuuuuuuuuuur bonne courage,positive,kaggle_moroccan_sentiment,mixed
yab9a dima m3alem,positive,kaggle_moroccan_sentiment,mixed
Te3jebni w tchaya5ni manel bravooo,positive,kaggle_moroccan_sentiment,mixed
قداش اعلام تونسي ردي وتافه ومؤسف ولمخل مقدمين بلحق معندهمش ثقافة جملة بلحق اعلام العار توة لمقدم برنامج هذا يقرن في صلاح مصباح بنور شيبة ليغني في لخطأ ويغني تحت لحيوط وفوق سطوحات لاي هو عمر نور شيبة عدها صلاح مصباح يعدل في لعود متاعو هو عمي علي وكلام تافه وضخمو اعلام يا حسارة دنيا وزمان لمعكوس يسكت لكنارو ويغني لخنفوس,negative,kaggle_moroccan_sentiment,mixed
hhhhh chab3a thohk walh,positive,kaggle_moroccan_sentiment,mixed
Mamsstou,negative,kaggle_moroccan_sentiment,mixed
احلي حلقة في عندي منقلك,positive,kaggle_moroccan_sentiment,mixed
klém7a s7i7e ...,positive,kaggle_moroccan_sentiment,mixed
برنامج تافه و كلها تعفط و تكذب عشعب و أسلوب رديء فلحوار...,negative,kaggle_moroccan_sentiment,mixed
bravo tayara soutek,positive,kaggle_moroccan_sentiment,mixed
Bravo samir safi said ne7tarmo barcha liano sadek w fahem l histoire kol,positive,kaggle_moroccan_sentiment,mixed
كبير و ميبون ههه,negative,kaggle_moroccan_sentiment,mixed
ما شاء الله عليك صوت وصورة من احلى الأصوات اللي سمعتها,positive,kaggle_moroccan_sentiment,mixed
مريض نفسي والناس لكل تكرهك يا مقداد يا تافه,negative,kaggle_moroccan_sentiment,mixed
Chakibb yamhabalhom,positive,kaggle_moroccan_sentiment,mixed
سيدة محترمة و مثال للمرأة التونسية,positive,kaggle_moroccan_sentiment,mixed
والله عجبتني الهدة تاع علاء ربي يرحم ميمتو ويبارك فيه وكيما وعدها وفا بوعدوا وربي يفرج على كل مومن خاصة ناس الغربة,positive,kaggle_moroccan_sentiment,mixed
ميسا كانت احلي شي في حلقه,positive,kaggle_moroccan_sentiment,mixed
Malla manta9  w malla  7ala .tfouh 3lih,negative,kaggle_moroccan_sentiment,mixed
Yesser motrobi,positive,kaggle_moroccan_sentiment,mixed
bravooooooooooooooooooooooooo si jalloul,positive,kaggle_moroccan_sentiment,mixed
Tooop,positive,huggingface_darija_reviews,Arabizi
Bravo sami  😅😆,positive,kaggle_moroccan_sentiment,mixed
انا انحبها وتمثيلها حسب الدور اما ديما تعجبني موش كيف برشا اشكال كيف اتغطسهم في جره بالعسل يبقاو ابصل,positive,kaggle_moroccan_sentiment,mixed
ملا سلعة اش تطلع تونس من 💩💩💩💩💩💩💩,negative,kaggle_moroccan_sentiment,mixed
3ib walah  mostewiyet,negative,kaggle_moroccan_sentiment,mixed
حت البهيم جنب البهيم ياما يعلمه الشهيق او النهيق,negative,kaggle_moroccan_sentiment,mixed
Maset maset 3la il 7eyt pfffffff,negative,kaggle_moroccan_sentiment,mixed
والله التمثيل التونسي في تقدم كبير ربي وفقكم انشاء الله,positive,kaggle_moroccan_sentiment,mixed
7louwa ti3jibni ena,positive,kaggle_moroccan_sentiment,mixed
بربي علاش تجيبو فيه هالبوكيمون خلونا توانسة صافيين,negative,kaggle_moroccan_sentiment,mixed
NAWART TV ELILA NCHALLA DIMA  MAWJOUD,positive,kaggle_moroccan_sentiment,mixed
"Braaaavo , fih jaw mch normmml",positive,kaggle_moroccan_sentiment,mixed
Ey mala vaza mahleha,positive,kaggle_moroccan_sentiment,mixed
"مسلسل مزيان و أحداثو تحب و إلا تكره موجودة في بلادنا 
يعطيه الصحة بصراحة و الله تأثرت خاطر حسيتو صادق...شكيب خوانجي شوي اما قلبو طيب و ناس ملاح مش خايب و تنجم تتعايش معاه رغم الاختلاف ياريت جماعة النهضة الكل جاو كيفو عالاقل اما ان شاء الله مع التعايش و التوافق بين الاحزاب المختلفة باش نوصلو نهار ينتهي التطرف
<3
راجل برافو وليد والله برادلي على قلبي
el 7a9 metrobbi
يا سامي برافو كل حلقة توفى بتشويق ما فماش حتى طرف تمطيط و تكرار في السيناريو و سيتكوم زادة حلو و خفيف رغم التفاوت في اداء الممثلين
WAW  bravo maysoun
عجبني برشة وجيه الجندوبي
ENA 3ajbni
يعطيها الصحة والله بكاتني
ميساء امنوورا البرنامج
Amira 3asla toufela mitarbi
Wwwew ana nmooot 3la badrrrrrr
يا حنين  يا معلم  ديما يضحكنا ويزهينا ويحن برشا على الزواولة ومنين يدوروه يدور للتمثيل و التنشيط وحتى الغناء عندو ما يقول في روحو انا نحبو برشا ونقولو نشاء آلله ربي يعاونك ومن حسن إلى أحسن
بببببببببببببببررررررررررررشة",positive,kaggle_moroccan_sentiment,mixed
Ro7o 5afifa,positive,kaggle_moroccan_sentiment,mixed
محلا صوتها هههههه,positive,kaggle_moroccan_sentiment,mixed
ta7foun w ba7bou7,positive,kaggle_moroccan_sentiment,mixed
الفازه ماسطه بارشا وهي امسط,negative,kaggle_moroccan_sentiment,mixed
Borjoliya m3alim,positive,kaggle_moroccan_sentiment,mixed
ماشاء الله هذا هو الجهاد,positive,kaggle_moroccan_sentiment,mixed
Nmouuuuuuuuut 3liha a7la moumathla,positive,kaggle_moroccan_sentiment,mixed
Bsaraha  traded  ye mrith :poop:,negative,kaggle_moroccan_sentiment,mixed
Mamemstou,negative,kaggle_moroccan_sentiment,mixed
المعتوهة مايا الكسوري والاهبل المسخ لطفي العماري زوز كلاب تنبح على طيارة والفاهم يفهم,negative,kaggle_moroccan_sentiment,mixed
Mamseeetha,negative,kaggle_moroccan_sentiment,mixed
كنت كنفكر منين غادي ناخد فولار للعيد غانجي عندك تبارك الله فولارات فنين شكرا اختي كريمة,positive,huggingface_darija_reviews,Arabic
رجل في زمن اللارجال,positive,kaggle_moroccan_sentiment,mixed
bravo khouya tstahel 1M ABONNER,positive,huggingface_darija_reviews,Arabizi
Bravo samsoum,positive,kaggle_moroccan_sentiment,mixed
Bghit gher ne3ref had lewliyad sghewer finahowa 😂😂,positive,huggingface_darija_reviews,Arabizi
انحب انقول لحسين الديك انت في قلوبنا و قلوب سورين تونس وا لا سوريا بلاد واحدة,positive,kaggle_moroccan_sentiment,mixed
تهابل,positive,kaggle_moroccan_sentiment,mixed
mariouma ma7lek,positive,kaggle_moroccan_sentiment,mixed
"فنان محترم و يخدم على روحو يعرف الناس شنوة تحب صوت حلو و قاعد يطلع درجة درجة
M3alim baltu
Bravo
thabel  ma7leha sobhan el 5ale9
bravooooooooooo
معلم يا وليد
فنانة بكل ما في الكلمة من معنى
Lotfi ya m3adhabhom hhhh nitfarej fih nadh7ek dha7ka mel galb
محلاهم
7al9a 3alamiya
Macha allah
برافو يا شيخ",positive,kaggle_moroccan_sentiment,mixed
Masta w besla,negative,kaggle_moroccan_sentiment,mixed
ممصط دين رب أمك,negative,kaggle_moroccan_sentiment,mixed
Belle tof rafi9ti,positive,kaggle_moroccan_sentiment,mixed
محلاك جعفور ياسر تحفون وتلقائي والله حلو مووووووت يا جعفر يا باهي,positive,kaggle_moroccan_sentiment,mixed
Bravo Hannouna dima mnawra el émission tbarkalah 3lik ....,positive,kaggle_moroccan_sentiment,mixed
كل شيء جميل في هذه السيارة الجميلة إﻻ الجودة واﻹتقان؟,negative,huggingface_darija_reviews,Arabic
a7sen momathel comedy fi tounes tawa ;),positive,kaggle_moroccan_sentiment,mixed
معلم الشيخ تحيفة,positive,kaggle_moroccan_sentiment,mixed
mhazil walet ftounis walah wikolo 3liha fanana mhhazzzzzzilllll,negative,kaggle_moroccan_sentiment,mixed
مارك يجيبو فيها باش يزيدو يدخلو البنات في حيط  و,negative,kaggle_moroccan_sentiment,mixed
ونعم الأخلاق,positive,kaggle_moroccan_sentiment,mixed
الماسطين الكل جبتهم يا قاره,positive,kaggle_moroccan_sentiment,mixed
برافو رحموني,positive,kaggle_moroccan_sentiment,mixed
Wajiha ya m3alma koul kilma fi blasitha,positive,kaggle_moroccan_sentiment,mixed
امسط وحدة في المسلسل بسراحة لا علاقة,negative,kaggle_moroccan_sentiment,mixed
روعة برافوووووووو,positive,kaggle_moroccan_sentiment,mixed
tbaarkalah aalik 5adeem o li yon9od fik rao nrmlmnt y9awik o raabi maak,positive,kaggle_moroccan_sentiment,mixed
مخيبوا من الناس الي بعاد على الفن,negative,kaggle_moroccan_sentiment,mixed
Bouzinekkkkkkkkkkk,positive,kaggle_moroccan_sentiment,mixed
yeser damer ya lotfi :p,positive,kaggle_moroccan_sentiment,mixed
لعنت الله عليك احترمنا شويا,negative,kaggle_moroccan_sentiment,mixed
salam 3andi tilifon omix x300 chi tari9a nformatih,neutral,huggingface_darija_reviews,Arabizi
tbarakkah 3la southa (y),positive,kaggle_moroccan_sentiment,mixed
mamsetek ya si z...,negative,kaggle_moroccan_sentiment,mixed
3asla momathla 9adira w mo7tarma,positive,kaggle_moroccan_sentiment,mixed
naoufel el wartani ooooooo 9addekech maset,negative,kaggle_moroccan_sentiment,mixed
والله. علة على القلب وعلى الشعب التونسي,negative,kaggle_moroccan_sentiment,mixed
محلاها,positive,kaggle_moroccan_sentiment,mixed
tfouh 3ala lom lijabeti ya weld la7ram,negative,kaggle_moroccan_sentiment,mixed
"تصحيح افضل معالج فصوق ذابا هو 
Snapdragon 8 G1",positive,huggingface_darija_reviews,Arabic
hedhi kelba bhima leima 0.0,negative,kaggle_moroccan_sentiment,mixed
من على الشابي لأمين قارة:قناة الحوار تحب  تزلزل الأسرة و تبث الرذيلة و الفاحشة في أولادنا,negative,kaggle_moroccan_sentiment,mixed
Jabriiiiiii,negative,kaggle_moroccan_sentiment,mixed
كلب بن علي,negative,kaggle_moroccan_sentiment,mixed
Hhhhhhhh ma7lehom,positive,kaggle_moroccan_sentiment,mixed
Bravo walid tounsi,positive,kaggle_moroccan_sentiment,mixed
شكرا لكل مواطن بسيط يخاف علا تونس و تونس  ديمة واقفة بالرجاله,positive,kaggle_moroccan_sentiment,mixed
تعجبني بااااررشا,positive,kaggle_moroccan_sentiment,mixed
خاااامج,negative,kaggle_moroccan_sentiment,mixed
برا يرحم والدين والديك يا وليد فرهدتلي على قلبي,positive,kaggle_moroccan_sentiment,mixed
Wahdeeeek,positive,kaggle_moroccan_sentiment,mixed
جعفووور يا باهي محلا طلتك والله كان مش انت لا نتفرج 😀😃😍😍😍😍,positive,kaggle_moroccan_sentiment,mixed
تذهب وهف و 5 لاف ياسر فيها الله لا يردها لا ليوم و لا عام جاي تقمر و تحب تربح و الي ربح فلوسه كلهم حرام يحب يحللهم يبدا من 0 و فلوس لحرام ما تثمرش كيما جات كيف ما بتمشي,negative,kaggle_moroccan_sentiment,mixed
لمين وحدو في اافكاهة,positive,kaggle_moroccan_sentiment,mixed
y3jbni barcha 5atrou tel9a2iiii,positive,kaggle_moroccan_sentiment,mixed
dima met2ala9 lotfi bravo,positive,kaggle_moroccan_sentiment,mixed
3asal,positive,kaggle_moroccan_sentiment,mixed
إنسان فاشل و جابوه في تلفزة إفهم إشنية باش يصير هههه,negative,kaggle_moroccan_sentiment,mixed
فيلم ديال كِوالو صراحة تقول سيناريو وتمثيل جاي من الموزنبيق,negative,huggingface_darija_reviews,Arabic
ممسطكم، عندو الحق الزين كي كان نازل عليكم يا اعلام العار، تتمقعرو على المرزوقي ياخي وحدو دخل قصر قرطاج تي ماو الشعب كان السبب، اطلعو بمستواكم برشا موش شويه، ويزي بلا تقشقيش حناك و خليو البلاد تقدم.,negative,kaggle_moroccan_sentiment,mixed
فيلم باااااااااسل,negative,huggingface_darija_reviews,Arabic
تعجبني برشا,positive,kaggle_moroccan_sentiment,mixed
7lowa,positive,kaggle_moroccan_sentiment,mixed
Neuterogena khayb Ana endi peau grasse khrej lia ela wjhi nweeed lia lhbub o kinchf bla qyaas,negative,huggingface_darija_reviews,Arabizi
Mosalsel mte3 ta7ana w 5omej na3lboukom elkalb hadhi elli fasdet elmojtama3,negative,kaggle_moroccan_sentiment,mixed
ايه فيها ، وحدة رخيصة و متبرجة و درا شتشوف في روحها حمد لله ك ربحت 10 د و ياسر فيها,negative,kaggle_moroccan_sentiment,mixed
mala ba9ara 7aloub 9adech sa5ifa,negative,kaggle_moroccan_sentiment,mixed
برافو سامي الفهري,positive,kaggle_moroccan_sentiment,mixed
نحسها ممثلة متكاملة ثقافة وفن و اخلاق و تواضع.  في كلمة محلاها >3,positive,kaggle_moroccan_sentiment,mixed
طحيحين 💸💸,negative,kaggle_moroccan_sentiment,mixed
انت معلم 😃❤,positive,kaggle_moroccan_sentiment,mixed
فلم واعر بزاف كنصحكم تفرجوه❤️,positive,huggingface_darija_reviews,Arabic
La classe,positive,kaggle_moroccan_sentiment,mixed
العراء والقراء وقلة الحياء,negative,kaggle_moroccan_sentiment,mixed
تسبو في الحوار أو ساكتين على قناة نسمة الي لكلها عاار و الافلام. الي تجيب فيهم لكلها وسخ و فواحش و هي زادة الي جابت الفيلم يشوه الجلالة و الرسول عليه الصلاة و السلام!!!  علااه نسيتوها و رجعتو تشاهدو فيها كأن شيء  لم يكن و كبشتو في هاذم,negative,kaggle_moroccan_sentiment,mixed
جعفور ديما منور القنوات التونسية,positive,kaggle_moroccan_sentiment,mixed
maset laset kane chaf 5edmao5ra 5ire,negative,kaggle_moroccan_sentiment,mixed
محلاها ريم,positive,kaggle_moroccan_sentiment,mixed
كلب كبير,negative,kaggle_moroccan_sentiment,mixed
Rabi 5alihlek,positive,kaggle_moroccan_sentiment,mixed
Amsat 7al9a melli bdet émission klem ennes yesser jahel flop flop flop 3allekher ce soir,negative,kaggle_moroccan_sentiment,mixed
بردلي على قلبي في لي قالوا لشكيب..بارك الله فيك كرمك الله راك من احسن ممثلين,positive,kaggle_moroccan_sentiment,mixed
كرواسة وقهوة وحليب ب40 درهم الضحك على الذقون,negative,huggingface_darija_reviews,Arabic
خمسة و خميس عليه يفهم ياسر في تونس حاوس تفهم,positive,kaggle_moroccan_sentiment,mixed
Yhabel bayrem,positive,kaggle_moroccan_sentiment,mixed
ملا متخلف و جاهل من دنيتو لجنتو من غير تشهد ههههه,negative,kaggle_moroccan_sentiment,mixed
Masetttttttt,negative,kaggle_moroccan_sentiment,mixed
والله عملتو العار بالشكال إلي تجيبو فيها و المواضيع إلي تحكو فيها  نورمال إنتم تو مرتاحين هكا برو ياراكم محروقين أنتم وتلفزتكم,negative,kaggle_moroccan_sentiment,mixed
Bravo  motrebi,positive,kaggle_moroccan_sentiment,mixed
Ka3eba le,negative,kaggle_moroccan_sentiment,mixed
hhhhh 9talni b dho7k bravo sami,positive,kaggle_moroccan_sentiment,mixed
شيطان ولد حرام يا عنبوك وبو ولديك يا طحان  الدين اشرف منك ومن الي زيك يا كلب,negative,kaggle_moroccan_sentiment,mixed
يعطيك نقطة ياهجورة دمك عسل والله ضحكت من قلبي 😂😘😘,positive,kaggle_moroccan_sentiment,mixed
raw3a bravo,positive,kaggle_moroccan_sentiment,mixed
Ena ta3jebni .ta7founa,positive,kaggle_moroccan_sentiment,mixed
"تعجبني برشا انشالله يكون حظها مزيان كيفها
M3alllllllllem
a7la jaw m3a lotfi
hhhhh ama ti3jibni
Dima M3alem
برجولية معلم
Bravo kafon zidna mousika W nzid n9olek #Bravo😁😁
Bravo
ماشاءالله على هالصوت يا اميمة
M3alamm
حسنا فعلت معالي الوزير .
جعفور عاطي للاناقة كارها(y)
barvou 5oya ja3four atyb ensin ritou
oui bravo
M3alem, ma l9ach rou7ou m3ah lotfi la3mari
Zina mahlekkk nmout 3lik wlh f njeh  benti lema njibkkkkkkkk
بالرسمي ممثلة و علاها الكلام تعجبني وقت لي تحكي تحسها عندها منطق و توزن في كلامها
Bravou 7all9a 7lowa
Ma7leha
me7leha hetofla
bouzinek marwa rabi m3ak wa enchalla masira fania naj7a
Bravo oooooo
يا شكيب راك معلم انتي انضف صحفي في تونس
Fekra tayara bravooo sami
ناجي جلول الرجل المناسب في المكان الناسب
Me3alem
Bravo et bonne continuation.
Ismeek nour w intii nour ♥♥♥
M3alemmm
3ejbitni taihet 3la nsibti la3ziza
Bravo
و تنحني لهم الرؤوس ... مبدعة",positive,kaggle_moroccan_sentiment,mixed
الزبلة لميناها يا فهري يا خامج,negative,kaggle_moroccan_sentiment,mixed
"حسب برنامج كلام الناس عبدالله قش طلع  ولي صالح و انا نقول شبيها البلاد قحبة و متعيش فيها كان القحبة و متحكمها كان القحبة بنت القحبة!! 
الحق في البرنامج كل مره إجيب لنا. ،غريبه،نحن دوله مسلمه لازم نأخذ موقف ضد . هاته القناة،قناة العار   ،والكفر.استغفر الله   استغفر الله  استغفر الله
Tafehet
سبحان الله طفل 4 سنوات يخطف و يغتصب و يذبح كالخروف بزجاجة!!!! و الله إنها كارثة إنسانية بامتياز فإن لم نقف عندها فأين سنقف؟أم أن العربي دائما همه الوحيد بطنه و فرجه و لهوه. 
بدأت ورقة التوت تسقط  ....دولة الهانة
A3outho bellah menkom
الشيب والعيب
برا الله  لا تربحكم يافساد...
الجهل مصيبة و الانا الاعلى الا حكى علها فرويد هي المجتمع هههههه ايسلم قرايتك فضحتنا ههههههه
Maseeeet al le5errr 👎👎👎👎👎👎👎
3maltou l3ar allah la traba7kom lwe7d wala y7chm 3la rou7ou ki ytfarj fi tv mte3kon,law ken li ta3mlou bih fi mosalsat mas5a kifkom 3maltou bih machrou3 yfid lbled 5irelkom ml5maj li ta3mlou fih,allah la traba7kom ya mas5in ya 5omaj
howa ablah w sketet
maset laset w zid mase5 3o9dtou nahdha w 3andou mochkla m3a dine cheka fih mol7ed
y3ayeef
Lokza fedour hetha
هذا المنافق لابد له ان يرحل لانه انتهى وسقط من القلوب والعقول اولا  ولازال الى يومنا يدافع عن ارهابى وهابى داعشى اسمه رضا الجوادى وبالمناسبة اتوجه بتحية الى لطفى العمارى
مهوش راجل معجبنيش في حياة جبنون كي قال المرءة بيضعة
echib w el 3ib , mahou ki sidi ki jwadou ;madem lom patrouna chnow testenna men el bent
واحد منحط و خامج يدعو للرذيلة و حتى هي قاعدة ليه مكة با يمسيلها تفوه عليه
Meskin tounes jebet oujouh l lo7 kima l 7erzét
لعنة الله على اعلام العار ياشلايك هاكا مستواكم يابهايم
Marzen mlayektou ya3tek sa5ta,
سخافة
ياسر يغش ههههه
Moch 5arej edawr a3liha
mala zebla
المرة هذه معجبنيش ماسط و الفازات كلها بايتة
Barou na3el boukom we7ed we7ed
كلام الناس  امساط بيك
نموت و نعرف علاش تضحك  اففف ممسطك و ملسطك
Pffff y5awefff
تافهة جدا مثلها مثل الي معاها
Lokza w en plus nahthawi
mergaa w mjet chay w karim maaaaaseeeeet
Mala 9haba
بصراحة العيب موش فيك العيب في الي جابك والله عار على تونس
التونسية  اعلام  العار
9adech nakrhek w 9adechek maset  maset  pffff w 3amel feha 3a9el hhh
تافهة و حمقاء و اهم حاجة ما تمثلنيش كمرأة تونسية و زيد نقولها من انتي لتتكلمي عن احمد الاندلسي
استر ما ستر الله . قلة حياء
مسلسل كي ... الخرا
5ir men nawfel elmaset
جرذ
ne9sine 3sab na7na :p
والله شىء يحشم وعندك وجه تقابل بيه فى الناس وتناقش ملا رقعة
انا ملي شفت الضيوف وشفت فيهم الغربي عرفت الي الحلقة فاشلة .
هذا معفن وخامج ووجهو ممسوخ وخسارة كبيرة اسمو الطاهر والحمد لله انو ظهر في التلفزة وكشفو الشعب على حقيقتو الوسخة
سيف الدين مخلوف معلم عليك",negative,kaggle_moroccan_sentiment,mixed
Mamesetou,negative,kaggle_moroccan_sentiment,mixed
وين كان هدا ناقصين مساطة بربي سلع فازدة,negative,kaggle_moroccan_sentiment,mixed
لا هذا راه مكيصفيش البشرة من البقع و تقيل على البشرة كيدار غير في بلايص لي متضررين و لا فيهم تهييج,neutral,huggingface_darija_reviews,Arabic
iklam ili 9alito is7i7 w t3jibni barcha iklamha ilkoul imla5is,positive,kaggle_moroccan_sentiment,mixed
مكثر ها عهرات وكان إلقيت ذكر في وصتهم رهو لي عندو في الدار عاهرة تفوه عليكم كان تولوا عباد يا خماج,negative,kaggle_moroccan_sentiment,mixed
Bravo nawfel,positive,kaggle_moroccan_sentiment,mixed
Hadiii machi cream hydratante hadi baume kaddar l chi jar7aa ba9ya jdida wllz derti lassir wta7re9ti diriha wlla wajhek kadirilo bezaaaf leq produits kadiriha 3 fois par semaine,neutral,huggingface_darija_reviews,Arabizi
ربي يحفضكم انتم بنات اصل,positive,kaggle_moroccan_sentiment,mixed
A7le welad mofida,positive,kaggle_moroccan_sentiment,mixed
يعن بوك وبو بوك يا مسخ تفوووو عليكم وعلى امثالكم,negative,kaggle_moroccan_sentiment,mixed
Wallah miskin,negative,kaggle_moroccan_sentiment,mixed
Fara5,negative,kaggle_moroccan_sentiment,mixed
bsara7a southa 7low,positive,kaggle_moroccan_sentiment,mixed
Baba lamiin entii domarek kbiir wma3adech dahek waliit antika,negative,kaggle_moroccan_sentiment,mixed
Yessir bidoun ou rkik,negative,kaggle_moroccan_sentiment,mixed
تعجبني برامج انتاعك الكل تبدع فيها موش رمي ورود لكن الحقبقة اما بابنسبة المفيدة الليلة كانت ضعيفة الشخصية في مواجهة مشكلتها علما وانك فدمتها في صورة المراة القوية من قبل ايضا بيرم في الاول رجلة وبعد اصبح يهدد في والدته..المهم برامجك حلوين برشا وابدعت فيهم,positive,kaggle_moroccan_sentiment,mixed
انت خامجة ومكش انسانة بالكل ما نيش عارف منين جيتونا تونس خمجتوها بالخماج الي كيفك,negative,kaggle_moroccan_sentiment,mixed
Matfarajtech ema ken ltlafez ltounsia fi romdhan walet haka chay y7achem,negative,kaggle_moroccan_sentiment,mixed
بتوفيق وجيهة الجندوبي انت احسن ممثله تونسيه  نتمنولك التوفيق و رنا نحبوك الكل,positive,kaggle_moroccan_sentiment,mixed
Ja3four enchallah dima mnawer ya m3alem enchallah rabi m3ak w waf9ik,positive,kaggle_moroccan_sentiment,mixed
منحط لا تربيه لا ثقافه تو من قلة المسرحيين جايبينو هنكره و تو هذا تسميوه مسرحي من اصلو,negative,kaggle_moroccan_sentiment,mixed
لااا ماسط,negative,kaggle_moroccan_sentiment,mixed
Tfiiiiiih,negative,kaggle_moroccan_sentiment,mixed
Mala moustawa tayih alakiir,negative,kaggle_moroccan_sentiment,mixed
to9tel.,positive,kaggle_moroccan_sentiment,mixed
..حلقة متميزية  جدا,positive,kaggle_moroccan_sentiment,mixed
الكبير كبير يا بابا,positive,kaggle_moroccan_sentiment,mixed
محلي  زينو بدير,positive,kaggle_moroccan_sentiment,mixed
سلام مسيو خطير جدا على المشاعر,negative,kaggle_moroccan_sentiment,mixed
Menaiek,negative,kaggle_moroccan_sentiment,mixed
Bravo 👍wahdek,positive,kaggle_moroccan_sentiment,mixed
ممثل فاشل و ماسط,negative,kaggle_moroccan_sentiment,mixed
WAHDAK YA AMIN,positive,kaggle_moroccan_sentiment,mixed
افلام ديال قيلني عليك هههههه,negative,huggingface_darija_reviews,Arabic
بالعكس هي محبوبة بررررررررشة,positive,kaggle_moroccan_sentiment,mixed
a7la sahryaaaaaaaaaaaaaaaaa dima 3la ettounsiyaaaaaaaaaaaaaaaa,positive,kaggle_moroccan_sentiment,mixed
نور شيبة وين ما يكون ديما ناجح ملا وهرة و ملا فن محلاه عندو تسمع التراث و الكلمة الحلوة المنسية,positive,kaggle_moroccan_sentiment,mixed
برافووو😁😁😁😁😁,positive,kaggle_moroccan_sentiment,mixed
maset barcha,negative,kaggle_moroccan_sentiment,mixed
A7ssen we7ed fihom,positive,kaggle_moroccan_sentiment,mixed
كاين بروو 💯,positive,huggingface_darija_reviews,Arabic
Ya fartasse Enti 3ar 3ala El fan,negative,kaggle_moroccan_sentiment,mixed
Raw3a raby ya3tik ajmal imraaa,positive,kaggle_moroccan_sentiment,mixed
Chakib yam3alimmmmm,positive,kaggle_moroccan_sentiment,mixed
Mouch el mase5 hetha eli mché fih heka sa7afi mta3 jaridét sada fi labés w howa chléka maya3réf ken chléka,negative,kaggle_moroccan_sentiment,mixed
ملاّ امّارك,negative,kaggle_moroccan_sentiment,mixed
ممسط غنايتو,negative,kaggle_moroccan_sentiment,mixed
Wlh mel9it man9ol  kin bar .......... belhi yezik rak a3melt el 3ar rajel meskin mekl tera7a o mes5se5tou wahed mes5a wenti ta7ki hekek wlh 3ib,negative,kaggle_moroccan_sentiment,mixed
Bravoooooo,positive,kaggle_moroccan_sentiment,mixed
ser ser 3lah 😂❤❤❤,positive,huggingface_darija_reviews,Arabizi
rabi m3Ah,positive,kaggle_moroccan_sentiment,mixed
Hhhh 3jbetni,positive,kaggle_moroccan_sentiment,mixed
برشا مصاطة يا سي البهيم الواحد يتفرج معا دارهم راو,negative,kaggle_moroccan_sentiment,mixed
عشرة ملايين توب (top) زينك و كلامك و إنسانيتك .....,positive,kaggle_moroccan_sentiment,mixed
على انا صوت تحكي على قطوسه تمغوق و تتعصر بربي هالمنضر لاعاد تعطوعا اهميه كبرتولها راسها كان باللهوه اووووف مرزنها,negative,kaggle_moroccan_sentiment,mixed
البنك الدولي هو سبب خراب البلاد والعباد  وسياكل الأخضر واليابس والمستفيدان من الوضع بالدرجة الأولى الفساد والبنك الدولي. اما الشعب هو من سيدفع الديون وثمن الشرف .,negative,hespress_manual_khalid,Arabic
صقيطه فجيره وسيخه قبيحه أعمل بيهوم غنياء,negative,kaggle_moroccan_sentiment,mixed
masit yassir kleim nass walla jibouln rapeur bahi,negative,kaggle_moroccan_sentiment,mixed
قمة النفاق واصل سامي,negative,kaggle_moroccan_sentiment,mixed
ma3jabounich hata tarf,negative,kaggle_moroccan_sentiment,mixed
tfoooooooooooooh,negative,kaggle_moroccan_sentiment,mixed
ta7fouuuna yeser,positive,kaggle_moroccan_sentiment,mixed
bravooo amine👌👌👍👍👍👍,positive,kaggle_moroccan_sentiment,mixed
الانسان لوحيد المحبوب من التوانسا لكل نطالب بترشح جعفور للانتخابات مع الشكر,positive,kaggle_moroccan_sentiment,mixed
الشيب والعيب هذا آش نجم نقلك الي كيفك راهو يكون قدوة وتعبر على فخرك بموقف الممثل احمد موش تنقدو تعلم الرجله من احمد الي في سن ابنك وكان المفروض انك تعلم موش تتعلم,negative,kaggle_moroccan_sentiment,mixed
ماشاءالله  خويا عليك,positive,kaggle_moroccan_sentiment,mixed
